name,value,datum,datum_parsed,rok,mesic,den,denvroce,nazev,grp,date_aligned
DPFO podávajících přiznání,-2164126423.8,14. 8. 2015,2015-08-14,2015,8,14,226,DPFO podávajících přiznání,2015 DPFO podávajících přiznání,2000-08-14
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1423621588.16,14. 8. 2015,2015-08-14,2015,8,14,226,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2015 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-08-14
DPH,212156199214.91,31. 8. 2015,2015-08-31,2015,8,31,243,DPH,2015 DPH,2000-08-31
DPPO,86465147818.59,31. 8. 2015,2015-08-31,2015,8,31,243,DPPO,2015 DPPO,2000-08-31
DPFO závislá činnost,86565751600.07,31. 8. 2015,2015-08-31,2015,8,31,243,DPFO závislá činnost,2015 DPFO závislá činnost,2000-08-31
DPFO zvláštní sazba,10829908828.86,31. 8. 2015,2015-08-31,2015,8,31,243,DPFO zvláštní sazba,2015 DPFO zvláštní sazba,2000-08-31
DPFO podávajících přiznání,-2054876709.08,31. 8. 2015,2015-08-31,2015,8,31,243,DPFO podávajících přiznání,2015 DPFO podávajících přiznání,2000-08-31
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1427608571.16,31. 8. 2015,2015-08-31,2015,8,31,243,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2015 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-08-31
DPH,212629268478.23,15. 9. 2015,2015-09-15,2015,9,15,258,DPH,2015 DPH,2000-09-15
DPPO,110373658302.05,15. 9. 2015,2015-09-15,2015,9,15,258,DPPO,2015 DPPO,2000-09-15
DPFO závislá činnost,93204404217.83,15. 9. 2015,2015-09-15,2015,9,15,258,DPFO závislá činnost,2015 DPFO závislá činnost,2000-09-15
DPFO zvláštní sazba,11357370913.98,15. 9. 2015,2015-09-15,2015,9,15,258,DPFO zvláštní sazba,2015 DPFO zvláštní sazba,2000-09-15
DPFO podávajících přiznání,-935287732.85,15. 9. 2015,2015-09-15,2015,9,15,258,DPFO podávajících přiznání,2015 DPFO podávajících přiznání,2000-09-15
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1426137150.16,15. 9. 2015,2015-09-15,2015,9,15,258,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2015 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-09-15
DPH,233082983112.47,30. 9. 2015,2015-09-30,2015,9,30,273,DPH,2015 DPH,2000-09-30
DPPO,115231543611.68,30. 9. 2015,2015-09-30,2015,9,30,273,DPPO,2015 DPPO,2000-09-30
DPFO závislá činnost,97568901096.28,30. 9. 2015,2015-09-30,2015,9,30,273,DPFO závislá činnost,2015 DPFO závislá činnost,2000-09-30
DPFO zvláštní sazba,12092365252.89,30. 9. 2015,2015-09-30,2015,9,30,273,DPFO zvláštní sazba,2015 DPFO zvláštní sazba,2000-09-30
DPFO podávajících přiznání,-552873739.06,30. 9. 2015,2015-09-30,2015,9,30,273,DPFO podávajících přiznání,2015 DPFO podávajících přiznání,2000-09-30
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1427089886.31,30. 9. 2015,2015-09-30,2015,9,30,273,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2015 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-09-30
DPH,235738579435.01,15. 10. 2015,2015-10-15,2015,10,15,288,DPH,2015 DPH,2000-10-15
DPPO,115962946708.24,15. 10. 2015,2015-10-15,2015,10,15,288,DPPO,2015 DPPO,2000-10-15
DPFO závislá činnost,104644200068.91,15. 10. 2015,2015-10-15,2015,10,15,288,DPFO závislá činnost,2015 DPFO závislá činnost,2000-10-15
DPFO zvláštní sazba,12622026641.37,15. 10. 2015,2015-10-15,2015,10,15,288,DPFO zvláštní sazba,2015 DPFO zvláštní sazba,2000-10-15
DPFO podávajících přiznání,-426345367.06,15. 10. 2015,2015-10-15,2015,10,15,288,DPFO podávajících přiznání,2015 DPFO podávajících přiznání,2000-10-15
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1430837536.31,15. 10. 2015,2015-10-15,2015,10,15,288,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2015 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-10-15
DPH,275106567026.55,31. 10. 2015,2015-10-31,2015,10,31,304,DPH,2015 DPH,2000-10-31
DPPO,116404495857.08,31. 10. 2015,2015-10-31,2015,10,31,304,DPPO,2015 DPPO,2000-10-31
DPFO závislá činnost,109077362770.37,31. 10. 2015,2015-10-31,2015,10,31,304,DPFO závislá činnost,2015 DPFO závislá činnost,2000-10-31
DPFO zvláštní sazba,13375551109.55,31. 10. 2015,2015-10-31,2015,10,31,304,DPFO zvláštní sazba,2015 DPFO zvláštní sazba,2000-10-31
DPFO podávajících přiznání,-283734219.1,31. 10. 2015,2015-10-31,2015,10,31,304,DPFO podávajících přiznání,2015 DPFO podávajících přiznání,2000-10-31
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1932441296.31,31. 10. 2015,2015-10-31,2015,10,31,304,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2015 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-10-31
DPH,276867937898.21,13. 11. 2015,2015-11-13,2015,11,13,317,DPH,2015 DPH,2000-11-13
DPPO,116759214339.8,13. 11. 2015,2015-11-13,2015,11,13,317,DPPO,2015 DPPO,2000-11-13
DPFO závislá činnost,115760958301.71,13. 11. 2015,2015-11-13,2015,11,13,317,DPFO závislá činnost,2015 DPFO závislá činnost,2000-11-13
DPFO zvláštní sazba,13837994952.59,13. 11. 2015,2015-11-13,2015,11,13,317,DPFO zvláštní sazba,2015 DPFO zvláštní sazba,2000-11-13
DPFO podávajících přiznání,-132668126.32,13. 11. 2015,2015-11-13,2015,11,13,317,DPFO podávajících přiznání,2015 DPFO podávajících přiznání,2000-11-13
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1935338835.49,13. 11. 2015,2015-11-13,2015,11,13,317,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2015 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-11-13
DPH,303620590320.37,30. 11. 2015,2015-11-30,2015,11,30,334,DPH,2015 DPH,2000-11-30
DPPO,117406191852.16,30. 11. 2015,2015-11-30,2015,11,30,334,DPPO,2015 DPPO,2000-11-30
DPFO závislá činnost,121118731075.6,30. 11. 2015,2015-11-30,2015,11,30,334,DPFO závislá činnost,2015 DPFO závislá činnost,2000-11-30
DPFO zvláštní sazba,14405665517.83,30. 11. 2015,2015-11-30,2015,11,30,334,DPFO zvláštní sazba,2015 DPFO zvláštní sazba,2000-11-30
DPFO podávajících přiznání,-6597114.81,30. 11. 2015,2015-11-30,2015,11,30,334,DPFO podávajících přiznání,2015 DPFO podávajících přiznání,2000-11-30
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1935420193.49,30. 11. 2015,2015-11-30,2015,11,30,334,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2015 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-11-30
DPH,304869998343.14,15. 12. 2015,2015-12-15,2015,12,15,349,DPH,2015 DPH,2000-12-15
DPPO,142460614116.58,15. 12. 2015,2015-12-15,2015,12,15,349,DPPO,2015 DPPO,2000-12-15
DPFO závislá činnost,130325520052.09,15. 12. 2015,2015-12-15,2015,12,15,349,DPFO závislá činnost,2015 DPFO závislá činnost,2000-12-15
DPFO zvláštní sazba,15030457744.88,15. 12. 2015,2015-12-15,2015,12,15,349,DPFO zvláštní sazba,2015 DPFO zvláštní sazba,2000-12-15
DPFO podávajících přiznání,1968857857.22,15. 12. 2015,2015-12-15,2015,12,15,349,DPFO podávajících přiznání,2015 DPFO podávajících přiznání,2000-12-15
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1935564326.49,15. 12. 2015,2015-12-15,2015,12,15,349,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2015 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-12-15
DPH,331836265928.23,31. 12. 2015,2015-12-31,2015,12,31,365,DPH,2015 DPH,2000-12-31
DPPO,147511319435.84,31. 12. 2015,2015-12-31,2015,12,31,365,DPPO,2015 DPPO,2000-12-31
DPFO závislá činnost,136124944344.41,31. 12. 2015,2015-12-31,2015,12,31,365,DPFO závislá činnost,2015 DPFO závislá činnost,2000-12-31
DPFO zvláštní sazba,15727839408.76,31. 12. 2015,2015-12-31,2015,12,31,365,DPFO zvláštní sazba,2015 DPFO zvláštní sazba,2000-12-31
DPFO podávajících přiznání,2498164300.7,31. 12. 2015,2015-12-31,2015,12,31,365,DPFO podávajících přiznání,2015 DPFO podávajících přiznání,2000-12-31
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1937618755.69,31. 12. 2015,2015-12-31,2015,12,31,365,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2015 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-12-31
DPH,2166399647.02,15.1.2014,2014-01-15,2014,1,15,15,DPH,2014 DPH,2000-01-15
DPPO,338013590.74,15.1.2014,2014-01-15,2014,1,15,15,DPPO,2014 DPPO,2000-01-15
DPFO závislá činnost,7621911311.51,15.1.2014,2014-01-15,2014,1,15,15,DPFO závislá činnost,2014 DPFO závislá činnost,2000-01-15
DPFO zvláštní sazba,446929903.82,15.1.2014,2014-01-15,2014,1,15,15,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-01-15
DPFO podávajících přiznání,88735359.9,15.1.2014,2014-01-15,2014,1,15,15,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-01-15
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,498217,15.1.2014,2014-01-15,2014,1,15,15,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-01-15
DPH,44578657279.24,31.1.2014,2014-01-31,2014,1,31,31,DPH,2014 DPH,2000-01-31
DPPO,928976967.65,31.1.2014,2014-01-31,2014,1,31,31,DPPO,2014 DPPO,2000-01-31
DPFO závislá činnost,12624002373.27,31.1.2014,2014-01-31,2014,1,31,31,DPFO závislá činnost,2014 DPFO závislá činnost,2000-01-31
DPFO zvláštní sazba,2188103817.43,31.1.2014,2014-01-31,2014,1,31,31,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-01-31
DPFO podávajících přiznání,204539772.18,31.1.2014,2014-01-31,2014,1,31,31,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-01-31
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,32328150,31.1.2014,2014-01-31,2014,1,31,31,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-01-31
DPH,47731235673.53,14.2.2014,2014-02-14,2014,2,14,45,DPH,2014 DPH,2000-02-14
DPPO,1324504649.7,14.2.2014,2014-02-14,2014,2,14,45,DPPO,2014 DPPO,2000-02-14
DPFO závislá činnost,18921949179.22,14.2.2014,2014-02-14,2014,2,14,45,DPFO závislá činnost,2014 DPFO závislá činnost,2000-02-14
DPFO zvláštní sazba,2572306716.49,14.2.2014,2014-02-14,2014,2,14,45,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-02-14
DPFO podávajících přiznání,324310302.01,14.2.2014,2014-02-14,2014,2,14,45,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-02-14
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,35495484,14.2.2014,2014-02-14,2014,2,14,45,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-02-14
DPH,65291526109.27,28.2.2014,2014-02-28,2014,2,28,59,DPH,2014 DPH,2000-02-28
DPPO,1825275551.35,28.2.2014,2014-02-28,2014,2,28,59,DPPO,2014 DPPO,2000-02-28
DPFO závislá činnost,23304030435.97,28.2.2014,2014-02-28,2014,2,28,59,DPFO závislá činnost,2014 DPFO závislá činnost,2000-02-28
DPFO zvláštní sazba,2996899833.51,28.2.2014,2014-02-28,2014,2,28,59,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-02-28
DPFO podávajících přiznání,604268270.94,28.2.2014,2014-02-28,2014,2,28,59,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-02-28
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,412833000,28.2.2014,2014-02-28,2014,2,28,59,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-02-28
DPH,66165175813.53,14.3.2014,2014-03-14,2014,3,14,73,DPH,2014 DPH,2000-03-14
DPPO,14379728380.88,14.3.2014,2014-03-14,2014,3,14,73,DPPO,2014 DPPO,2000-03-14
DPFO závislá činnost,28198171628.86,14.3.2014,2014-03-14,2014,3,14,73,DPFO závislá činnost,2014 DPFO závislá činnost,2000-03-14
DPFO zvláštní sazba,3363424499.65,14.3.2014,2014-03-14,2014,3,14,73,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-03-14
DPFO podávajících přiznání,1954524038.34,14.3.2014,2014-03-14,2014,3,14,73,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-03-14
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,452395951.29,14.3.2014,2014-03-14,2014,3,14,73,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-03-14
DPH,84431495360.11,31.3.2014,2014-03-31,2014,3,31,90,DPH,2014 DPH,2000-03-31
DPPO,29009842229.02,31.3.2014,2014-03-31,2014,3,31,90,DPPO,2014 DPPO,2000-03-31
DPFO závislá činnost,31587011509.27,31.3.2014,2014-03-31,2014,3,31,90,DPFO závislá činnost,2014 DPFO závislá činnost,2000-03-31
DPFO zvláštní sazba,3868733086.81,31.3.2014,2014-03-31,2014,3,31,90,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-03-31
DPFO podávajících přiznání,5608134069.49,31.3.2014,2014-03-31,2014,3,31,90,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-03-31
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,382739913.1,31.3.2014,2014-03-31,2014,3,31,90,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-03-31
DPH,84889142870.22,15.4.2014,2014-04-15,2014,4,15,105,DPH,2014 DPH,2000-04-15
DPPO,30153237106.4,15.4.2014,2014-04-15,2014,4,15,105,DPPO,2014 DPPO,2000-04-15
DPFO závislá činnost,36660087804.52,15.4.2014,2014-04-15,2014,4,15,105,DPFO závislá činnost,2014 DPFO závislá činnost,2000-04-15
DPFO zvláštní sazba,4311453653.53,15.4.2014,2014-04-15,2014,4,15,105,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-04-15
DPFO podávajících přiznání,5013907023.28,15.4.2014,2014-04-15,2014,4,15,105,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-04-15
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,412509968.59,15.4.2014,2014-04-15,2014,4,15,105,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-04-15
DPH,117779819609.26,30.4.2014,2014-04-30,2014,4,30,120,DPH,2014 DPH,2000-04-30
DPPO,29903401387.18,30.4.2014,2014-04-30,2014,4,30,120,DPPO,2014 DPPO,2000-04-30
DPFO závislá činnost,39497190507.45,30.4.2014,2014-04-30,2014,4,30,120,DPFO závislá činnost,2014 DPFO závislá činnost,2000-04-30
DPFO zvláštní sazba,4890524245.1,30.4.2014,2014-04-30,2014,4,30,120,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-04-30
DPFO podávajících přiznání,-3722893176.13,30.4.2014,2014-04-30,2014,4,30,120,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-04-30
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,778060848.59,30.4.2014,2014-04-30,2014,4,30,120,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-04-30
DPH,117386289593.14,15.5.2014,2014-05-15,2014,5,15,135,DPH,2014 DPH,2000-05-15
DPPO,30190968586.41,15.5.2014,2014-05-15,2014,5,15,135,DPPO,2014 DPPO,2000-05-15
DPFO závislá činnost,46365889438.17,15.5.2014,2014-05-15,2014,5,15,135,DPFO závislá činnost,2014 DPFO závislá činnost,2000-05-15
DPFO zvláštní sazba,5347898956.24,15.5.2014,2014-05-15,2014,5,15,135,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-05-15
DPFO podávajících přiznání,-4371998558.85,15.5.2014,2014-05-15,2014,5,15,135,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-05-15
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,778679671.18,15.5.2014,2014-05-15,2014,5,15,135,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-05-15
DPH,135973516506.1,30.5.2014,2014-05-30,2014,5,30,150,DPH,2014 DPH,2000-05-30
DPPO,31384990277.89,30.5.2014,2014-05-30,2014,5,30,150,DPPO,2014 DPPO,2000-05-30
DPFO závislá činnost,50382078940.53,30.5.2014,2014-05-30,2014,5,30,150,DPFO závislá činnost,2014 DPFO závislá činnost,2000-05-30
DPFO zvláštní sazba,5955121091.58,30.5.2014,2014-05-30,2014,5,30,150,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-05-30
DPFO podávajících přiznání,-4314015046.61,30.5.2014,2014-05-30,2014,5,30,150,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-05-30
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,780148852.92,30.5.2014,2014-05-30,2014,5,30,150,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-05-30
DPH,136024833295.19,13.6.2014,2014-06-13,2014,6,13,164,DPH,2014 DPH,2000-06-13
DPPO,44235435460.92,13.6.2014,2014-06-13,2014,6,13,164,DPPO,2014 DPPO,2000-06-13
DPFO závislá činnost,56932099320.02,13.6.2014,2014-06-13,2014,6,13,164,DPFO závislá činnost,2014 DPFO závislá činnost,2000-06-13
DPFO zvláštní sazba,6443683481.1,13.6.2014,2014-06-13,2014,6,13,164,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-06-13
DPFO podávajících přiznání,-2888142208.65,13.6.2014,2014-06-13,2014,6,13,164,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-06-13
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,782985241.8,13.6.2014,2014-06-13,2014,6,13,164,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-06-13
DPH,156148945550.21,30.6.2014,2014-06-30,2014,6,30,181,DPH,2014 DPH,2000-06-30
DPPO,71786972507.53,30.6.2014,2014-06-30,2014,6,30,181,DPPO,2014 DPPO,2000-06-30
DPFO závislá činnost,61853064103.5,30.6.2014,2014-06-30,2014,6,30,181,DPFO závislá činnost,2014 DPFO závislá činnost,2000-06-30
DPFO zvláštní sazba,7225674987.18,30.6.2014,2014-06-30,2014,6,30,181,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-06-30
DPFO podávajících přiznání,-782384999.53,30.6.2014,2014-06-30,2014,6,30,181,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-06-30
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,786539321.2,30.6.2014,2014-06-30,2014,6,30,181,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-06-30
DPH,157976383310.82,15.7.2014,2014-07-15,2014,7,15,196,DPH,2014 DPH,2000-07-15
DPPO,81316293173.41,15.7.2014,2014-07-15,2014,7,15,196,DPPO,2014 DPPO,2000-07-15
DPFO závislá činnost,69078163845.41,15.7.2014,2014-07-15,2014,7,15,196,DPFO závislá činnost,2014 DPFO závislá činnost,2000-07-15
DPFO zvláštní sazba,7837686623.64,15.7.2014,2014-07-15,2014,7,15,196,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-07-15
DPFO podávajících přiznání,-4604465.99,15.7.2014,2014-07-15,2014,7,15,196,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-07-15
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,796518868.05,15.7.2014,2014-07-15,2014,7,15,196,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-07-15
DPH,192761102369.05,31.7.2014,2014-07-31,2014,7,31,212,DPH,2014 DPH,2000-07-31
DPPO,75445799308.5,31.7.2014,2014-07-31,2014,7,31,212,DPPO,2014 DPPO,2000-07-31
DPFO závislá činnost,73248656864.92,31.7.2014,2014-07-31,2014,7,31,212,DPFO závislá činnost,2014 DPFO závislá činnost,2000-07-31
DPFO zvláštní sazba,8690168015.51,31.7.2014,2014-07-31,2014,7,31,212,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-07-31
DPFO podávajících přiznání,-407830951.45,31.7.2014,2014-07-31,2014,7,31,212,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-07-31
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1230309163.05,31.7.2014,2014-07-31,2014,7,31,212,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-07-31
DPH,192360931339.23,15.8.2014,2014-08-15,2014,8,15,227,DPH,2014 DPH,2000-08-15
DPPO,75317313619.99,15.8.2014,2014-08-15,2014,8,15,227,DPPO,2014 DPPO,2000-08-15
DPFO závislá činnost,80547834115.57,15.8.2014,2014-08-15,2014,8,15,227,DPFO závislá činnost,2014 DPFO závislá činnost,2000-08-15
DPFO zvláštní sazba,9251594535.56,15.8.2014,2014-08-15,2014,8,15,227,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-08-15
DPFO podávajících přiznání,-374777969.88,15.8.2014,2014-08-15,2014,8,15,227,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-08-15
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1234253977.15,15.8.2014,2014-08-15,2014,8,15,227,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-08-15
DPH,212856281600.25,29.8.2014,2014-08-29,2014,8,29,241,DPH,2014 DPH,2000-08-29
DPPO,75489395131.4,29.8.2014,2014-08-29,2014,8,29,241,DPPO,2014 DPPO,2000-08-29
DPFO závislá činnost,84691526931.2,29.8.2014,2014-08-29,2014,8,29,241,DPFO závislá činnost,2014 DPFO závislá činnost,2000-08-29
DPFO zvláštní sazba,9956694653.31,29.8.2014,2014-08-29,2014,8,29,241,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-08-29
DPFO podávajících přiznání,-272942573.67,29.8.2014,2014-08-29,2014,8,29,241,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-08-29
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1252208848.28,29.8.2014,2014-08-29,2014,8,29,241,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-08-29
DPH,212514260772.72,15.9.2014,2014-09-15,2014,9,15,258,DPH,2014 DPH,2000-09-15
DPPO,99236484583.64,15.9.2014,2014-09-15,2014,9,15,258,DPPO,2014 DPPO,2000-09-15
DPFO závislá činnost,90991221011.23,15.9.2014,2014-09-15,2014,9,15,258,DPFO závislá činnost,2014 DPFO závislá činnost,2000-09-15
DPFO zvláštní sazba,10730876781.88,15.9.2014,2014-09-15,2014,9,15,258,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-09-15
DPFO podávajících přiznání,678221254.63,15.9.2014,2014-09-15,2014,9,15,258,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-09-15
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1252957768.48,15.9.2014,2014-09-15,2014,9,15,258,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2014 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-09-15
DPH,232815928805.99,30.9.2014,2014-09-30,2014,9,30,273,DPH,2014 DPH,2000-09-30
DPPO,103684725949.78,30.9.2014,2014-09-30,2014,9,30,273,DPPO,2014 DPPO,2000-09-30
DPFO závislá činnost,95112833322.65,30.9.2014,2014-09-30,2014,9,30,273,DPFO závislá činnost,2014 DPFO závislá činnost,2000-09-30
DPFO zvláštní sazba,11479701328.67,30.9.2014,2014-09-30,2014,9,30,273,DPFO zvláštní sazba,2014 DPFO zvláštní sazba,2000-09-30
DPFO podávajících přiznání,1089406766.09,30.9.2014,2014-09-30,2014,9,30,273,DPFO podávajících přiznání,2014 DPFO podávajících přiznání,2000-09-30
