name,value,datum,datum_parsed,rok,mesic,den,denvroce,nazev,grp,date_aligned
DPPO,72935692421.92,2.8.2010,2010-08-02,2010,8,2,214,DPPO,2010 DPPO,2000-08-02
DPFO závislá činnost,61207142705.66,2.8.2010,2010-08-02,2010,8,2,214,DPFO závislá činnost,2010 DPFO závislá činnost,2000-08-02
DPFO zvláštní sazba,5819557226.19,2.8.2010,2010-08-02,2010,8,2,214,DPFO zvláštní sazba,2010 DPFO zvláštní sazba,2000-08-02
DPFO podávajících přiznání,3339830188.31,2.8.2010,2010-08-02,2010,8,2,214,DPFO podávajících přiznání,2010 DPFO podávajících přiznání,2000-08-02
DPH,156322183295.78,13.8.2010,2010-08-13,2010,8,13,225,DPH,2010 DPH,2000-08-13
DPPO,70810099926.52,13.8.2010,2010-08-13,2010,8,13,225,DPPO,2010 DPPO,2000-08-13
DPFO závislá činnost,67271140336.72,13.8.2010,2010-08-13,2010,8,13,225,DPFO závislá činnost,2010 DPFO závislá činnost,2000-08-13
DPFO zvláštní sazba,6034165263.16,13.8.2010,2010-08-13,2010,8,13,225,DPFO zvláštní sazba,2010 DPFO zvláštní sazba,2000-08-13
DPFO podávajících přiznání,3392184580.81,13.8.2010,2010-08-13,2010,8,13,225,DPFO podávajících přiznání,2010 DPFO podávajících přiznání,2000-08-13
DPH,177168245462.11,1.9.2010,2010-09-01,2010,9,1,244,DPH,2010 DPH,2000-09-01
DPPO,74590255783.75,1.9.2010,2010-09-01,2010,9,1,244,DPPO,2010 DPPO,2000-09-01
DPFO závislá činnost,71006161179.82,1.9.2010,2010-09-01,2010,9,1,244,DPFO závislá činnost,2010 DPFO závislá činnost,2000-09-01
DPFO zvláštní sazba,6795779931.45,1.9.2010,2010-09-01,2010,9,1,244,DPFO zvláštní sazba,2010 DPFO zvláštní sazba,2000-09-01
DPFO podávajících přiznání,3537226261.02,1.9.2010,2010-09-01,2010,9,1,244,DPFO podávajících přiznání,2010 DPFO podávajících přiznání,2000-09-01
DPH,172311169333.8,15.9.2010,2010-09-15,2010,9,15,258,DPH,2010 DPH,2000-09-15
DPPO,96506664971.61,15.9.2010,2010-09-15,2010,9,15,258,DPPO,2010 DPPO,2000-09-15
DPFO závislá činnost,77181629556.11,15.9.2010,2010-09-15,2010,9,15,258,DPFO závislá činnost,2010 DPFO závislá činnost,2000-09-15
DPFO zvláštní sazba,7085330387.35,15.9.2010,2010-09-15,2010,9,15,258,DPFO zvláštní sazba,2010 DPFO zvláštní sazba,2000-09-15
DPFO podávajících přiznání,4649343153.47,15.9.2010,2010-09-15,2010,9,15,258,DPFO podávajících přiznání,2010 DPFO podávajících přiznání,2000-09-15
DPH,197825602747.08,1.10.2010,2010-10-01,2010,10,1,274,DPH,2010 DPH,2000-10-01
DPPO,98750590023.68,1.10.2010,2010-10-01,2010,10,1,274,DPPO,2010 DPPO,2000-10-01
DPFO závislá činnost,80188514871.69,1.10.2010,2010-10-01,2010,10,1,274,DPFO závislá činnost,2010 DPFO závislá činnost,2000-10-01
DPFO zvláštní sazba,7706934680.16,1.10.2010,2010-10-01,2010,10,1,274,DPFO zvláštní sazba,2010 DPFO zvláštní sazba,2000-10-01
DPFO podávajících přiznání,5038537668.13,1.10.2010,2010-10-01,2010,10,1,274,DPFO podávajících přiznání,2010 DPFO podávajících přiznání,2000-10-01
DPH,192155584355.12,15.10.2010,2010-10-15,2010,10,15,288,DPH,2010 DPH,2000-10-15
DPPO,98679300691.05,15.10.2010,2010-10-15,2010,10,15,288,DPPO,2010 DPPO,2000-10-15
DPFO závislá činnost,86602038159.51,15.10.2010,2010-10-15,2010,10,15,288,DPFO závislá činnost,2010 DPFO závislá činnost,2000-10-15
DPFO zvláštní sazba,7924323742.57,15.10.2010,2010-10-15,2010,10,15,288,DPFO zvláštní sazba,2010 DPFO zvláštní sazba,2000-10-15
DPFO podávajících přiznání,5144816138.74,15.10.2010,2010-10-15,2010,10,15,288,DPFO podávajících přiznání,2010 DPFO podávajících přiznání,2000-10-15
DPH,240207424747.17,1.11.2010,2010-11-01,2010,11,1,305,DPH,2010 DPH,2000-11-01
DPPO,99741383016.08,1.11.2010,2010-11-01,2010,11,1,305,DPPO,2010 DPPO,2000-11-01
DPFO závislá činnost,89578997056.51,1.11.2010,2010-11-01,2010,11,1,305,DPFO závislá činnost,2010 DPFO závislá činnost,2000-11-01
DPFO zvláštní sazba,8598869633.63,1.11.2010,2010-11-01,2010,11,1,305,DPFO zvláštní sazba,2010 DPFO zvláštní sazba,2000-11-01
DPFO podávajících přiznání,5334573680.92,1.11.2010,2010-11-01,2010,11,1,305,DPFO podávajících přiznání,2010 DPFO podávajících přiznání,2000-11-01
DPH,225954642061.63,15.11.2010,2010-11-15,2010,11,15,319,DPH,2010 DPH,2000-11-15
DPPO,99835833191.99,15.11.2010,2010-11-15,2010,11,15,319,DPPO,2010 DPPO,2000-11-15
DPFO závislá činnost,96047401172.33,15.11.2010,2010-11-15,2010,11,15,319,DPFO závislá činnost,2010 DPFO závislá činnost,2000-11-15
DPFO zvláštní sazba,8852026227.82,15.11.2010,2010-11-15,2010,11,15,319,DPFO zvláštní sazba,2010 DPFO zvláštní sazba,2000-11-15
DPFO podávajících přiznání,5422315985.75,15.11.2010,2010-11-15,2010,11,15,319,DPFO podávajících přiznání,2010 DPFO podávajících přiznání,2000-11-15
DPH,246768288184.6,1.12.2010,2010-12-01,2010,12,1,335,DPH,2010 DPH,2000-12-01
DPPO,100379003373.55,1.12.2010,2010-12-01,2010,12,1,335,DPPO,2010 DPPO,2000-12-01
DPFO závislá činnost,99446588541.32,1.12.2010,2010-12-01,2010,12,1,335,DPFO závislá činnost,2010 DPFO závislá činnost,2000-12-01
DPFO zvláštní sazba,9268900322.15,1.12.2010,2010-12-01,2010,12,1,335,DPFO zvláštní sazba,2010 DPFO zvláštní sazba,2000-12-01
DPFO podávajících přiznání,5588918494.11,1.12.2010,2010-12-01,2010,12,1,335,DPFO podávajících přiznání,2010 DPFO podávajících přiznání,2000-12-01
DPH,239552686905.1,13.12.2010,2010-12-13,2010,12,13,347,DPH,2010 DPH,2000-12-13
DPPO,106071039989.24,13.12.2010,2010-12-13,2010,12,13,347,DPPO,2010 DPPO,2000-12-13
DPFO závislá činnost,105955239509.16,13.12.2010,2010-12-13,2010,12,13,347,DPFO závislá činnost,2010 DPFO závislá činnost,2000-12-13
DPFO zvláštní sazba,9517753343.18,13.12.2010,2010-12-13,2010,12,13,347,DPFO zvláštní sazba,2010 DPFO zvláštní sazba,2000-12-13
DPFO podávajících přiznání,6670035500.76,13.12.2010,2010-12-13,2010,12,13,347,DPFO podávajících přiznání,2010 DPFO podávajících přiznání,2000-12-13
DPH,269547329663.75,31.12.2010,2010-12-31,2010,12,31,365,DPH,2010 DPH,2000-12-31
DPPO,123858651935.18,31.12.2010,2010-12-31,2010,12,31,365,DPPO,2010 DPPO,2000-12-31
DPFO závislá činnost,111842323189.79,31.12.2010,2010-12-31,2010,12,31,365,DPFO závislá činnost,2010 DPFO závislá činnost,2000-12-31
DPFO zvláštní sazba,10185177452.69,31.12.2010,2010-12-31,2010,12,31,365,DPFO zvláštní sazba,2010 DPFO zvláštní sazba,2000-12-31
DPFO podávajících přiznání,7987179026.43,31.12.2010,2010-12-31,2010,12,31,365,DPFO podávajících přiznání,2010 DPFO podávajících přiznání,2000-12-31
DPH,-315963321.97,20.1.2009,2009-01-20,2009,1,20,20,DPH,2009 DPH,2000-01-20
DPPO,815376582.91,20.1.2009,2009-01-20,2009,1,20,20,DPPO,2009 DPPO,2000-01-20
DPFO závislá činnost,10107029960.57,20.1.2009,2009-01-20,2009,1,20,20,DPFO závislá činnost,2009 DPFO závislá činnost,2000-01-20
DPFO zvláštní sazba,415010580.85,20.1.2009,2009-01-20,2009,1,20,20,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-01-20
DPFO podávajících přiznání,201205272.57,20.1.2009,2009-01-20,2009,1,20,20,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-01-20
DPH,39892562185.66,2.2.2009,2009-02-02,2009,2,2,33,DPH,2009 DPH,2000-02-02
DPPO,1472021904.52,2.2.2009,2009-02-02,2009,2,2,33,DPPO,2009 DPPO,2000-02-02
DPFO závislá činnost,12069409803.12,2.2.2009,2009-02-02,2009,2,2,33,DPFO závislá činnost,2009 DPFO závislá činnost,2000-02-02
DPFO zvláštní sazba,970948697.59,2.2.2009,2009-02-02,2009,2,2,33,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-02-02
DPFO podávajících přiznání,381903710.96,2.2.2009,2009-02-02,2009,2,2,33,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-02-02
DPH,39363827726.52,13.2.2009,2009-02-13,2009,2,13,44,DPH,2009 DPH,2000-02-13
DPPO,1922873263.93,13.2.2009,2009-02-13,2009,2,13,44,DPPO,2009 DPPO,2000-02-13
DPFO závislá činnost,17791916346.06,13.2.2009,2009-02-13,2009,2,13,44,DPFO závislá činnost,2009 DPFO závislá činnost,2000-02-13
DPFO zvláštní sazba,1224694746.76,13.2.2009,2009-02-13,2009,2,13,44,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-02-13
DPFO podávajících přiznání,510395688.66,13.2.2009,2009-02-13,2009,2,13,44,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-02-13
DPH,39197934855.98,2.3.2009,2009-03-02,2009,3,2,61,DPH,2009 DPH,2000-03-02
DPPO,2741722128.65,2.3.2009,2009-03-02,2009,3,2,61,DPPO,2009 DPPO,2000-03-02
DPFO závislá činnost,21254476186.64,2.3.2009,2009-03-02,2009,3,2,61,DPFO závislá činnost,2009 DPFO závislá činnost,2000-03-02
DPFO zvláštní sazba,1619234246.04,2.3.2009,2009-03-02,2009,3,2,61,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-03-02
DPFO podávajících přiznání,796021303.63,2.3.2009,2009-03-02,2009,3,2,61,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-03-02
DPH,36809059474.68,13.3.2009,2009-03-13,2009,3,13,72,DPH,2009 DPH,2000-03-13
DPPO,10717062187.09,13.3.2009,2009-03-13,2009,3,13,72,DPPO,2009 DPPO,2000-03-13
DPFO závislá činnost,25680447986.54,13.3.2009,2009-03-13,2009,3,13,72,DPFO závislá činnost,2009 DPFO závislá činnost,2000-03-13
DPFO zvláštní sazba,1814778105.98,13.3.2009,2009-03-13,2009,3,13,72,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-03-13
DPFO podávajících přiznání,1890481082.89,13.3.2009,2009-03-13,2009,3,13,72,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-03-13
DPH,54389273481.42,1.4.2009,2009-04-01,2009,4,1,91,DPH,2009 DPH,2000-04-01
DPPO,32582466093.23,1.4.2009,2009-04-01,2009,4,1,91,DPPO,2009 DPPO,2000-04-01
DPFO závislá činnost,28353146442.81,1.4.2009,2009-04-01,2009,4,1,91,DPFO závislá činnost,2009 DPFO závislá činnost,2000-04-01
DPFO zvláštní sazba,2265312480.22,1.4.2009,2009-04-01,2009,4,1,91,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-04-01
DPFO podávajících přiznání,6730786369.42,1.4.2009,2009-04-01,2009,4,1,91,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-04-01
DPH,51231298165.68,15.4.2009,2009-04-15,2009,4,15,105,DPH,2009 DPH,2000-04-15
DPPO,32262302870.88,15.4.2009,2009-04-15,2009,4,15,105,DPPO,2009 DPPO,2000-04-15
DPFO závislá činnost,32274242689.17,15.4.2009,2009-04-15,2009,4,15,105,DPFO závislá činnost,2009 DPFO závislá činnost,2000-04-15
DPFO zvláštní sazba,2495764397.64,15.4.2009,2009-04-15,2009,4,15,105,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-04-15
DPFO podávajících přiznání,4341047839.18,15.4.2009,2009-04-15,2009,4,15,105,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-04-15
DPH,89669619679.9,4.5.2009,2009-05-04,2009,5,4,124,DPH,2009 DPH,2000-05-04
DPPO,31862435959.49,4.5.2009,2009-05-04,2009,5,4,124,DPPO,2009 DPPO,2000-05-04
DPFO závislá činnost,33901728327.42,4.5.2009,2009-05-04,2009,5,4,124,DPFO závislá činnost,2009 DPFO závislá činnost,2000-05-04
DPFO zvláštní sazba,3083248518.37,4.5.2009,2009-05-04,2009,5,4,124,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-05-04
DPFO podávajících přiznání,-3041531085.58,4.5.2009,2009-05-04,2009,5,4,124,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-05-04
DPH,82198529353.36,15.5.2009,2009-05-15,2009,5,15,135,DPH,2009 DPH,2000-05-15
DPPO,32164923947.89,15.5.2009,2009-05-15,2009,5,15,135,DPPO,2009 DPPO,2000-05-15
DPFO závislá činnost,39720338028.68,15.5.2009,2009-05-15,2009,5,15,135,DPFO závislá činnost,2009 DPFO závislá činnost,2000-05-15
DPFO zvláštní sazba,3306995445.44,15.5.2009,2009-05-15,2009,5,15,135,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-05-15
DPFO podávajících přiznání,-3085833275.16,15.5.2009,2009-05-15,2009,5,15,135,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-05-15
DPH,99507147740.98,1.6.2009,2009-06-01,2009,6,1,152,DPH,2009 DPH,2000-06-01
DPPO,32760885325.02,1.6.2009,2009-06-01,2009,6,1,152,DPPO,2009 DPPO,2000-06-01
DPFO závislá činnost,42145269311.25,1.6.2009,2009-06-01,2009,6,1,152,DPFO závislá činnost,2009 DPFO závislá činnost,2000-06-01
DPFO zvláštní sazba,3777517016.59,1.6.2009,2009-06-01,2009,6,1,152,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-06-01
DPFO podávajících přiznání,-3035565516.49,1.6.2009,2009-06-01,2009,6,1,152,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-06-01
DPH,96119962642,15.6.2009,2009-06-15,2009,6,15,166,DPH,2009 DPH,2000-06-15
DPPO,47248714679.08,15.6.2009,2009-06-15,2009,6,15,166,DPPO,2009 DPPO,2000-06-15
DPFO závislá činnost,48669267384.79,15.6.2009,2009-06-15,2009,6,15,166,DPFO závislá činnost,2009 DPFO závislá činnost,2000-06-15
DPFO zvláštní sazba,4055970680.08,15.6.2009,2009-06-15,2009,6,15,166,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-06-15
DPFO podávajících přiznání,-865551176.3,15.6.2009,2009-06-15,2009,6,15,166,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-06-15
DPH,117789948824.36,30.6.2009,2009-06-30,2009,6,30,181,DPH,2009 DPH,2000-06-30
DPPO,72712299404.75,30.6.2009,2009-06-30,2009,6,30,181,DPPO,2009 DPPO,2000-06-30
DPFO závislá činnost,51408491405.4,30.6.2009,2009-06-30,2009,6,30,181,DPFO závislá činnost,2009 DPFO závislá činnost,2000-06-30
DPFO zvláštní sazba,4524729247.88,30.6.2009,2009-06-30,2009,6,30,181,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-06-30
DPFO podávajících přiznání,1732957914.91,30.6.2009,2009-06-30,2009,6,30,181,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-06-30
DPH,114556284842.03,16.7.2009,2009-07-16,2009,7,16,197,DPH,2009 DPH,2000-07-16
DPPO,77542922523.69,16.7.2009,2009-07-16,2009,7,16,197,DPPO,2009 DPPO,2000-07-16
DPFO závislá činnost,58982557740.06,16.7.2009,2009-07-16,2009,7,16,197,DPFO závislá činnost,2009 DPFO závislá činnost,2000-07-16
DPFO zvláštní sazba,4963541605.42,16.7.2009,2009-07-16,2009,7,16,197,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-07-16
DPFO podávajících přiznání,2799023209.2,16.7.2009,2009-07-16,2009,7,16,197,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-07-16
DPH,155001740254.75,3.8.2009,2009-08-03,2009,8,3,215,DPH,2009 DPH,2000-08-03
DPPO,72156472654.14,3.8.2009,2009-08-03,2009,8,3,215,DPPO,2009 DPPO,2000-08-03
DPFO závislá činnost,61338406187.2,3.8.2009,2009-08-03,2009,8,3,215,DPFO závislá činnost,2009 DPFO závislá činnost,2000-08-03
DPFO zvláštní sazba,5893227425.5,3.8.2009,2009-08-03,2009,8,3,215,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-08-03
DPFO podávajících přiznání,2148582539.39,3.8.2009,2009-08-03,2009,8,3,215,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-08-03
DPH,147742660709.77,14.8.2009,2009-08-14,2009,8,14,226,DPH,2009 DPH,2000-08-14
DPPO,70929877233.47,14.8.2009,2009-08-14,2009,8,14,226,DPPO,2009 DPPO,2000-08-14
DPFO závislá činnost,67692486421.72,14.8.2009,2009-08-14,2009,8,14,226,DPFO závislá činnost,2009 DPFO závislá činnost,2000-08-14
DPFO zvláštní sazba,6090051209.58,14.8.2009,2009-08-14,2009,8,14,226,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-08-14
DPFO podávajících přiznání,2168448491.3,14.8.2009,2009-08-14,2009,8,14,226,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-08-14
DPH,163662139173.42,1.9.2009,2009-09-01,2009,9,1,244,DPH,2009 DPH,2000-09-01
DPPO,70033023823.1,1.9.2009,2009-09-01,2009,9,1,244,DPPO,2009 DPPO,2000-09-01
DPFO závislá činnost,71048631737.44,1.9.2009,2009-09-01,2009,9,1,244,DPFO závislá činnost,2009 DPFO závislá činnost,2000-09-01
DPFO zvláštní sazba,6651928027.45,1.9.2009,2009-09-01,2009,9,1,244,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-09-01
DPFO podávajících přiznání,2294275686.3,1.9.2009,2009-09-01,2009,9,1,244,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-09-01
DPH,160190311564.06,15.9.2009,2009-09-15,2009,9,15,258,DPH,2009 DPH,2000-09-15
DPPO,84880398550.43,15.9.2009,2009-09-15,2009,9,15,258,DPPO,2009 DPPO,2000-09-15
DPFO závislá činnost,77121869467.53,15.9.2009,2009-09-15,2009,9,15,258,DPFO závislá činnost,2009 DPFO závislá činnost,2000-09-15
DPFO zvláštní sazba,6899558051.18,15.9.2009,2009-09-15,2009,9,15,258,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-09-15
DPFO podávajících přiznání,2922855125.14,15.9.2009,2009-09-15,2009,9,15,258,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-09-15
DPH,182764034402.1,1.10.2009,2009-10-01,2009,10,1,274,DPH,2009 DPH,2000-10-01
DPPO,94805008792.92,1.10.2009,2009-10-01,2009,10,1,274,DPPO,2009 DPPO,2000-10-01
DPFO závislá činnost,79912626671.31,1.10.2009,2009-10-01,2009,10,1,274,DPFO závislá činnost,2009 DPFO závislá činnost,2000-10-01
DPFO zvláštní sazba,7570372012.2,1.10.2009,2009-10-01,2009,10,1,274,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-10-01
DPFO podávajících přiznání,3429432675.84,1.10.2009,2009-10-01,2009,10,1,274,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-10-01
DPH,179506832194.39,15.10.2009,2009-10-15,2009,10,15,288,DPH,2009 DPH,2000-10-15
DPPO,94767630036.28,15.10.2009,2009-10-15,2009,10,15,288,DPPO,2009 DPPO,2000-10-15
DPFO závislá činnost,86495135522.07,15.10.2009,2009-10-15,2009,10,15,288,DPFO závislá činnost,2009 DPFO závislá činnost,2000-10-15
DPFO zvláštní sazba,7848718845.29,15.10.2009,2009-10-15,2009,10,15,288,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-10-15
DPFO podávajících přiznání,3499369746.73,15.10.2009,2009-10-15,2009,10,15,288,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-10-15
DPH,221252127211.08,2.11.2009,2009-11-02,2009,11,2,306,DPH,2009 DPH,2000-11-02
DPPO,95373323950.46,2.11.2009,2009-11-02,2009,11,2,306,DPPO,2009 DPPO,2000-11-02
DPFO závislá činnost,89333217764.4,2.11.2009,2009-11-02,2009,11,2,306,DPFO závislá činnost,2009 DPFO závislá činnost,2000-11-02
DPFO zvláštní sazba,8570233676.74,2.11.2009,2009-11-02,2009,11,2,306,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-11-02
DPFO podávajících přiznání,3619974024.01,2.11.2009,2009-11-02,2009,11,2,306,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-11-02
DPH,216533153078.39,13.11.2009,2009-11-13,2009,11,13,317,DPH,2009 DPH,2000-11-13
DPPO,95498144186.49,13.11.2009,2009-11-13,2009,11,13,317,DPPO,2009 DPPO,2000-11-13
DPFO závislá činnost,95759442971.1,13.11.2009,2009-11-13,2009,11,13,317,DPFO závislá činnost,2009 DPFO závislá činnost,2000-11-13
DPFO zvláštní sazba,8763835849.19,13.11.2009,2009-11-13,2009,11,13,317,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-11-13
DPFO podávajících přiznání,3683621426.97,13.11.2009,2009-11-13,2009,11,13,317,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-11-13
DPH,232608232971.73,1.12.2009,2009-12-01,2009,12,1,335,DPH,2009 DPH,2000-12-01
DPPO,95967995192.08,1.12.2009,2009-12-01,2009,12,1,335,DPPO,2009 DPPO,2000-12-01
DPFO závislá činnost,99090286149.77,1.12.2009,2009-12-01,2009,12,1,335,DPFO závislá činnost,2009 DPFO závislá činnost,2000-12-01
DPFO zvláštní sazba,9231502974.05,1.12.2009,2009-12-01,2009,12,1,335,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-12-01
DPFO podávajících přiznání,3829538810.18,1.12.2009,2009-12-01,2009,12,1,335,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-12-01
DPH,227869720459.31,11.12.2009,2009-12-11,2009,12,11,345,DPH,2009 DPH,2000-12-11
DPPO,101574526415.16,11.12.2009,2009-12-11,2009,12,11,345,DPPO,2009 DPPO,2000-12-11
DPFO závislá činnost,105643744312.8,11.12.2009,2009-12-11,2009,12,11,345,DPFO závislá činnost,2009 DPFO závislá činnost,2000-12-11
DPFO zvláštní sazba,9459461779.07,11.12.2009,2009-12-11,2009,12,11,345,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-12-11
DPFO podávajících přiznání,4492192523.15,11.12.2009,2009-12-11,2009,12,11,345,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-12-11
DPH,253612057020.85,31.12.2009,2009-12-31,2009,12,31,365,DPH,2009 DPH,2000-12-31
DPPO,119601231136.65,31.12.2009,2009-12-31,2009,12,31,365,DPPO,2009 DPPO,2000-12-31
DPFO závislá činnost,111042464348.56,31.12.2009,2009-12-31,2009,12,31,365,DPFO závislá činnost,2009 DPFO závislá činnost,2000-12-31
DPFO zvláštní sazba,10130860704.84,31.12.2009,2009-12-31,2009,12,31,365,DPFO zvláštní sazba,2009 DPFO zvláštní sazba,2000-12-31
DPFO podávajících přiznání,5564987669.14,31.12.2009,2009-12-31,2009,12,31,365,DPFO podávajících přiznání,2009 DPFO podávajících přiznání,2000-12-31
